rfq_id,timestamp,bond_name,tenor,coupon,mid_price_cbbt,spread_price_cbbt,best_bid_mts,best_ask_mts,ytm,dv01,tier,side,volume_meur,num_dealers,quoted_price,won,closed_away,cover_price
RFQ_0160,2025-11-04 07:59:53,ESP 10Y,10,3.5,99.1926,0.14183,99.1178,99.2824,3.5976,0.08229,1,1,10.33,15,99.1903,0,1,99.1752
RFQ_0161,2025-11-05 00:03:35,ESP 5Y,5,3.25,99.3825,0.04913,99.3275,99.4177,3.3863,0.04507,3,2,1.4,4,99.3452,0,1,99.3467
RFQ_0162,2025-11-05 00:04:08,ESP 2Y,2,2.75,99.5074,0.04728,99.4907,99.5289,3.0075,0.01906,3,1,2.63,7,99.5198,0,1,99.5183
RFQ_0163,2025-11-05 00:07:11,ESP 15Y,15,3.75,99.5932,0.24537,99.4663,99.6909,3.786,0.11228,1,1,2.38,6,99.5893,1,0,
RFQ_0164,2025-11-05 00:12:29,ESP 15Y,15,3.75,99.6475,0.14506,99.534,99.7586,3.7812,0.11228,2,1,18.52,2,99.6979,0,1,99.6908
RFQ_0165,2025-11-05 00:13:36,ESP 15Y,15,3.75,99.6219,0.12487,99.4825,99.7071,3.7835,0.11228,3,2,5.68,2,99.5269,0,1,99.544
RFQ_0166,2025-11-05 00:16:29,ESP 30Y,30,4.0,101.8858,0.4317,101.6742,102.0282,3.8924,0.17696,3,2,2.01,8,101.7755,0,1,101.8105
RFQ_0167,2025-11-05 00:17:54,ESP 15Y,15,3.75,99.5332,0.16428,99.4304,99.655,3.7914,0.11228,1,1,10.48,8,99.5215,0,0,
RFQ_0168,2025-11-05 00:24:47,ESP 30Y,30,4.0,101.8058,0.28496,101.6456,101.9996,3.8969,0.17696,3,1,5.21,8,101.9081,0,1,101.8727
RFQ_0169,2025-11-05 00:42:27,ESP 30Y,30,4.0,101.9434,0.34235,101.7795,102.1335,3.8891,0.17696,2,2,19.24,2,101.8786,1,0,
RFQ_0170,2025-11-05 00:45:10,ESP 5Y,5,3.25,99.3946,0.09655,99.3523,99.4425,3.3836,0.04507,3,2,1.88,15,99.3988,0,1,99.4104
RFQ_0171,2025-11-05 00:56:08,ESP 5Y,5,3.25,99.3895,0.06883,99.3327,99.4229,3.3848,0.04507,3,2,1.59,6,99.3372,0,0,
RFQ_0172,2025-11-05 01:01:51,ESP 15Y,15,3.75,99.512,0.2084,99.4086,99.6332,3.7933,0.11228,1,1,6.41,12,99.5284,0,1,99.4957
RFQ_0173,2025-11-05 01:18:59,ESP 5Y,5,3.25,99.3859,0.05166,99.3395,99.4297,3.3856,0.04507,3,2,8.13,6,99.3396,0,1,99.3537
RFQ_0174,2025-11-05 01:20:36,ESP 15Y,15,3.75,99.5695,0.1353,99.4505,99.6751,3.7881,0.11228,3,1,4.87,4,99.6351,0,1,99.6007
RFQ_0175,2025-11-05 01:28:13,ESP 5Y,5,3.25,99.3848,0.10411,99.3326,99.4228,3.3858,0.04507,1,1,22.25,7,99.3812,0,1,99.3705
RFQ_0176,2025-11-05 01:44:36,ESP 5Y,5,3.25,99.3754,0.06673,99.3265,99.4167,3.3879,0.04507,2,1,5.33,6,99.4037,0,1,99.3991
RFQ_0177,2025-11-05 01:56:22,ESP 10Y,10,3.5,99.1137,0.14521,99.0327,99.1973,3.6071,0.08229,2,1,8.88,3,99.16,0,1,99.1387
RFQ_0178,2025-11-05 01:59:43,ESP 10Y,10,3.5,99.1212,0.15146,99.0166,99.1812,3.6062,0.08229,2,1,24.02,2,99.1529,0,1,99.1301
RFQ_0179,2025-11-05 02:09:49,ESP 10Y,10,3.5,99.1299,0.17943,99.0533,99.2179,3.6052,0.08229,2,1,11.03,3,99.1691,0,1,99.1615
RFQ_0180,2025-11-05 02:12:18,ESP 2Y,2,2.75,99.5038,0.03732,99.4845,99.5227,3.0094,0.01906,2,1,10.73,5,99.516,0,0,
RFQ_0181,2025-11-05 02:44:17,ESP 15Y,15,3.75,99.5923,0.13825,99.4891,99.7137,3.7861,0.11228,1,2,42.23,15,99.5869,0,1,99.5979
RFQ_0182,2025-11-05 02:48:35,ESP 30Y,30,4.0,101.8689,0.30778,101.7022,102.0562,3.8933,0.17696,2,1,23.29,3,101.9524,0,1,101.9058
RFQ_0183,2025-11-05 02:56:41,ESP 10Y,10,3.5,99.1048,0.10093,99.0265,99.1911,3.6082,0.08229,3,2,0.72,7,99.0315,0,1,99.0456
RFQ_0184,2025-11-05 03:02:47,ESP 2Y,2,2.75,99.5167,0.03779,99.4999,99.5381,3.0026,0.01906,1,1,73.14,10,99.5137,0,1,99.5098
RFQ_0185,2025-11-05 03:07:38,ESP 15Y,15,3.75,99.556,0.2684,99.4485,99.6731,3.7893,0.11228,2,1,22.85,3,99.6055,0,0,
RFQ_0186,2025-11-05 03:10:44,ESP 2Y,2,2.75,99.5077,0.02423,99.49,99.5282,3.0073,0.01906,2,1,1.69,10,99.5169,0,1,99.5138
RFQ_0187,2025-11-05 03:14:46,ESP 2Y,2,2.75,99.5051,0.03968,99.4866,99.5248,3.0087,0.01906,3,1,3.01,10,99.5205,0,0,
RFQ_0188,2025-11-05 03:17:00,ESP 10Y,10,3.5,99.0951,0.08676,99.0341,99.1987,3.6094,0.08229,2,1,4.68,3,99.122,0,1,99.1141
RFQ_0189,2025-11-05 03:24:35,ESP 15Y,15,3.75,99.6489,0.1966,99.5583,99.7829,3.7811,0.11228,1,2,68.85,2,99.6293,0,1,99.6712
RFQ_0190,2025-11-05 03:25:37,ESP 10Y,10,3.5,99.1753,0.11281,99.0696,99.2342,3.5997,0.08229,3,1,1.99,6,99.2341,0,1,99.2275
RFQ_0191,2025-11-05 03:48:24,ESP 10Y,10,3.5,99.1119,0.18611,98.9943,99.1589,3.6074,0.08229,1,2,37.94,12,99.1177,0,1,99.1314
RFQ_0192,2025-11-05 03:57:15,ESP 30Y,30,4.0,101.8061,0.37314,101.6527,102.0067,3.8969,0.17696,2,2,30.03,8,101.7081,0,1,101.7317
RFQ_0193,2025-11-05 03:58:05,ESP 30Y,30,4.0,101.9031,0.33163,101.722,102.076,3.8914,0.17696,3,1,2.92,8,101.9833,0,0,
RFQ_0194,2025-11-05 03:59:38,ESP 10Y,10,3.5,99.0697,0.16361,98.9881,99.1527,3.6125,0.08229,2,1,3.12,4,99.0969,0,0,
RFQ_0195,2025-11-05 03:59:39,ESP 10Y,10,3.5,99.0621,0.1175,98.995,99.1596,3.6134,0.08229,1,1,31.06,6,99.0817,0,1,99.0719
RFQ_0196,2025-11-05 04:15:36,ESP 10Y,10,3.5,99.0724,0.18652,99.0053,99.1699,3.6122,0.08229,3,1,1.06,10,99.0939,0,0,
RFQ_0197,2025-11-05 04:26:14,ESP 30Y,30,4.0,101.8566,0.36394,101.6645,102.0185,3.894,0.17696,2,2,6.53,6,101.7374,0,0,
RFQ_0198,2025-11-05 04:30:06,ESP 10Y,10,3.5,99.1446,0.14481,99.045,99.2096,3.6034,0.08229,3,1,1.91,1,99.1842,1,0,
RFQ_0199,2025-11-05 04:33:55,ESP 10Y,10,3.5,99.1266,0.12264,99.0584,99.223,3.6056,0.08229,2,1,1.25,2,99.1623,0,1,99.1478
RFQ_0200,2025-11-05 04:37:51,ESP 5Y,5,3.25,99.3903,0.05052,99.3561,99.4463,3.3846,0.04507,3,1,1.88,4,99.4237,0,1,99.4138
RFQ_0201,2025-11-05 04:41:28,ESP 2Y,2,2.75,99.5124,0.03323,99.4911,99.5293,3.0048,0.01906,2,1,4.73,8,99.5172,0,1,99.5151
RFQ_0202,2025-11-05 04:43:11,ESP 5Y,5,3.25,99.4042,0.09583,99.3571,99.4473,3.3815,0.04507,3,2,4.04,8,99.3595,0,1,99.3648
RFQ_0203,2025-11-05 05:06:57,ESP 15Y,15,3.75,99.6097,0.25686,99.483,99.7076,3.7846,0.11228,1,2,51.58,4,99.6171,1,0,
RFQ_0204,2025-11-05 05:11:45,ESP 5Y,5,3.25,99.4288,0.10743,99.387,99.4772,3.3761,0.04507,2,2,4.93,6,99.4123,0,0,
RFQ_0205,2025-11-05 05:11:48,ESP 5Y,5,3.25,99.3726,0.06161,99.3283,99.4185,3.3885,0.04507,3,1,1.68,10,99.4076,0,0,
RFQ_0206,2025-11-05 05:15:22,ESP 5Y,5,3.25,99.3979,0.08313,99.3437,99.4339,3.3829,0.04507,3,1,6.85,15,99.4209,0,1,99.4159
RFQ_0207,2025-11-05 05:16:05,ESP 30Y,30,4.0,101.9312,0.43768,101.7302,102.0842,3.8898,0.17696,1,2,11.04,7,101.9343,0,0,
RFQ_0208,2025-11-05 05:22:20,ESP 15Y,15,3.75,99.6007,0.2288,99.4891,99.7137,3.7854,0.11228,3,2,1.03,8,99.5029,0,1,99.5324
RFQ_0209,2025-11-05 05:22:33,ESP 15Y,15,3.75,99.6036,0.22647,99.4825,99.7071,3.7851,0.11228,3,1,3.1,1,99.6859,1,0,
RFQ_0210,2025-11-05 05:23:11,ESP 5Y,5,3.25,99.382,0.05603,99.3404,99.4306,3.3864,0.04507,2,1,3.5,3,99.3993,0,1,99.3947
RFQ_0211,2025-11-05 05:23:53,ESP 30Y,30,4.0,101.8454,0.42094,101.644,101.998,3.8946,0.17696,1,1,48.38,4,101.8837,0,1,101.8461
RFQ_0212,2025-11-05 05:33:08,ESP 10Y,10,3.5,99.1231,0.13673,99.0476,99.2122,3.606,0.08229,1,2,19.01,2,99.113,0,0,
RFQ_0213,2025-11-05 05:38:55,ESP 10Y,10,3.5,99.1154,0.10504,99.0324,99.197,3.6069,0.08229,2,2,9.53,10,99.1046,0,0,
RFQ_0214,2025-11-05 05:43:44,ESP 30Y,30,4.0,101.7733,0.25081,101.6479,102.0019,3.8987,0.17696,3,1,5.69,3,101.9071,0,0,
RFQ_0215,2025-11-05 05:51:54,ESP 2Y,2,2.75,99.5114,0.02847,99.4947,99.5329,3.0054,0.01906,2,1,3.24,15,99.5186,0,1,99.511
RFQ_0216,2025-11-05 05:52:19,ESP 15Y,15,3.75,99.6294,0.21188,99.5065,99.7311,3.7828,0.11228,2,2,5.9,8,99.5943,0,1,99.6047
RFQ_0217,2025-11-05 06:02:56,ESP 30Y,30,4.0,101.9294,0.23069,101.7606,102.1146,3.8899,0.17696,2,2,6.38,1,101.8378,1,0,
RFQ_0218,2025-11-05 06:05:58,ESP 15Y,15,3.75,99.5803,0.22614,99.4473,99.6719,3.7872,0.11228,3,1,3.31,15,99.6355,0,1,99.6286
RFQ_0219,2025-11-05 06:08:36,ESP 5Y,5,3.25,99.4025,0.09428,99.3545,99.4447,3.3819,0.04507,3,1,1.78,12,99.4306,0,1,99.4258
RFQ_0220,2025-11-05 06:18:22,ESP 15Y,15,3.75,99.6501,0.13694,99.5889,99.8135,3.781,0.11228,1,1,28.08,4,99.6594,1,0,
RFQ_0221,2025-11-05 06:22:41,ESP 15Y,15,3.75,99.5681,0.21784,99.449,99.6736,3.7883,0.11228,3,2,7.96,15,99.4713,0,1,99.5012
RFQ_0222,2025-11-05 06:23:46,ESP 30Y,30,4.0,101.8674,0.33913,101.7185,102.0725,3.8934,0.17696,2,1,5.57,2,101.9424,0,1,101.8971
RFQ_0223,2025-11-05 06:26:50,ESP 15Y,15,3.75,99.5277,0.19299,99.4197,99.6443,3.7919,0.11228,3,1,4.62,3,99.5937,0,0,
RFQ_0224,2025-11-05 06:27:45,ESP 15Y,15,3.75,99.5978,0.22143,99.4753,99.6999,3.7856,0.11228,2,1,2.3,6,99.6416,0,1,99.632
RFQ_0225,2025-11-05 06:27:54,ESP 10Y,10,3.5,99.1184,0.13939,99.0286,99.1932,3.6066,0.08229,1,1,6.16,3,99.112,0,1,99.0888
RFQ_0226,2025-11-05 06:35:00,ESP 5Y,5,3.25,99.4002,0.09645,99.3574,99.4476,3.3824,0.04507,3,1,8.06,12,99.4388,0,1,99.4288
RFQ_0227,2025-11-05 06:41:56,ESP 2Y,2,2.75,99.5065,0.04186,99.4914,99.5296,3.0079,0.01906,3,2,3.96,6,99.4915,0,0,
RFQ_0228,2025-11-05 06:44:29,ESP 15Y,15,3.75,99.6335,0.23995,99.508,99.7326,3.7825,0.11228,3,1,2.01,8,99.7049,0,1,99.6772
RFQ_0229,2025-11-05 06:59:55,ESP 5Y,5,3.25,99.4034,0.04724,99.3569,99.4471,3.3817,0.04507,3,2,2.82,6,99.3826,0,1,99.387
RFQ_0230,2025-11-05 07:00:08,ESP 5Y,5,3.25,99.394,0.05507,99.3462,99.4364,3.3838,0.04507,2,1,6.85,2,99.4063,0,1,99.3951
RFQ_0231,2025-11-05 07:03:44,ESP 10Y,10,3.5,99.1042,0.13286,99.007,99.1716,3.6083,0.08229,3,1,7.2,1,99.1715,1,0,
RFQ_0232,2025-11-05 07:03:54,ESP 5Y,5,3.25,99.3916,0.06807,99.3432,99.4334,3.3843,0.04507,1,1,15.15,6,99.4034,0,1,99.4015
RFQ_0233,2025-11-05 07:04:09,ESP 10Y,10,3.5,99.0922,0.10843,99.02,99.1846,3.6098,0.08229,2,1,13.67,8,99.1163,0,0,
RFQ_0234,2025-11-05 07:09:40,ESP 2Y,2,2.75,99.4993,0.03242,99.4826,99.5208,3.0117,0.01906,2,1,4.29,6,99.5105,0,1,99.5089
RFQ_0235,2025-11-05 07:16:08,ESP 5Y,5,3.25,99.3972,0.08539,99.3563,99.4465,3.3831,0.04507,3,2,0.65,10,99.362,0,0,
RFQ_0236,2025-11-05 07:21:09,ESP 30Y,30,4.0,101.8637,0.40265,101.6542,102.0082,3.8936,0.17696,2,1,6.45,2,101.9152,0,0,
RFQ_0237,2025-11-05 07:27:14,ESP 10Y,10,3.5,99.1612,0.09534,99.0916,99.2562,3.6014,0.08229,3,1,1.54,10,99.1843,0,1,99.173
RFQ_0238,2025-11-05 07:29:42,ESP 10Y,10,3.5,99.1433,0.11832,99.0722,99.2368,3.6035,0.08229,3,1,3.6,2,99.1876,0,1,99.1681
RFQ_0239,2025-11-05 07:47:48,ESP 10Y,10,3.5,99.1281,0.14242,99.0641,99.2287,3.6054,0.08229,2,1,13.89,2,99.1571,0,0,
RFQ_0240,2025-11-05 07:53:17,ESP 5Y,5,3.25,99.4126,0.08385,99.3541,99.4443,3.3797,0.04507,2,1,9.22,10,99.4339,0,1,99.4335
RFQ_0241,2025-11-06 00:17:50,ESP 5Y,5,3.25,99.389,0.08538,99.3454,99.4356,3.3849,0.04507,1,1,20.64,4,99.3956,0,0,
RFQ_0242,2025-11-06 00:20:38,ESP 10Y,10,3.5,99.2121,0.11322,99.1408,99.3054,3.5952,0.08229,1,2,10.18,3,99.1945,0,1,99.2086
RFQ_0243,2025-11-06 00:29:05,ESP 5Y,5,3.25,99.4033,0.05005,99.3566,99.4468,3.3817,0.04507,3,1,4.69,8,99.4367,0,1,99.4275
RFQ_0244,2025-11-06 00:29:11,ESP 5Y,5,3.25,99.3861,0.09037,99.3368,99.427,3.3855,0.04507,3,2,12.37,10,99.365,0,0,
RFQ_0245,2025-11-06 00:33:53,ESP 10Y,10,3.5,99.2113,0.15893,99.1245,99.2891,3.5953,0.08229,2,1,20.89,5,99.289,0,1,99.2807
RFQ_0246,2025-11-06 00:34:28,ESP 5Y,5,3.25,99.3681,0.11203,99.3351,99.4253,3.3895,0.04507,3,1,4.78,2,99.397,0,1,99.395
RFQ_0247,2025-11-06 01:01:08,ESP 15Y,15,3.75,99.4823,0.26702,99.3827,99.6073,3.7959,0.11228,1,1,6.91,2,99.4638,0,1,99.4494
RFQ_0248,2025-11-06 01:04:04,ESP 5Y,5,3.25,99.3933,0.09985,99.3446,99.4348,3.3839,0.04507,2,1,4.11,8,99.413,0,1,99.4007
RFQ_0249,2025-11-06 01:04:56,ESP 30Y,30,4.0,101.9453,0.24592,101.7575,102.1115,3.889,0.17696,2,1,4.02,8,101.9938,0,0,
RFQ_0250,2025-11-06 01:11:12,ESP 5Y,5,3.25,99.3936,0.10748,99.3464,99.4366,3.3839,0.04507,3,1,6.1,3,99.4178,0,1,99.4098
RFQ_0251,2025-11-06 01:13:13,ESP 10Y,10,3.5,99.2104,0.18084,99.1301,99.2947,3.5954,0.08229,3,2,2.66,5,99.1559,0,0,
RFQ_0252,2025-11-06 01:19:14,ESP 30Y,30,4.0,101.7464,0.20042,101.5416,101.8956,3.9002,0.17696,1,2,11.36,6,101.7251,0,0,
RFQ_0253,2025-11-06 01:23:03,ESP 15Y,15,3.75,99.488,0.16302,99.3576,99.5822,3.7954,0.11228,3,1,4.52,5,99.5412,0,0,
RFQ_0254,2025-11-06 01:26:53,ESP 10Y,10,3.5,99.1894,0.13409,99.1167,99.2813,3.5979,0.08229,1,1,5.87,7,99.19,0,0,
RFQ_0255,2025-11-06 01:28:32,ESP 30Y,30,4.0,101.8882,0.40543,101.7399,102.0939,3.8922,0.17696,3,1,2.54,10,101.9698,0,0,
RFQ_0256,2025-11-06 01:33:32,ESP 15Y,15,3.75,99.5546,0.19503,99.465,99.6896,3.7895,0.11228,1,2,6.11,15,99.5567,0,0,
RFQ_0257,2025-11-06 01:36:49,ESP 5Y,5,3.25,99.3714,0.05709,99.3269,99.4171,3.3888,0.04507,2,1,5.33,12,99.3785,0,1,99.3775
RFQ_0258,2025-11-06 01:37:46,ESP 5Y,5,3.25,99.4144,0.11261,99.3671,99.4573,3.3793,0.04507,1,2,13.08,1,99.4124,1,0,
RFQ_0259,2025-11-06 01:38:51,ESP 10Y,10,3.5,99.1944,0.09341,99.1186,99.2832,3.5973,0.08229,3,1,5.44,4,99.2831,0,1,99.2777
RFQ_0260,2025-11-06 01:41:40,ESP 30Y,30,4.0,101.784,0.34639,101.6024,101.9564,3.8981,0.17696,3,1,3.55,10,101.839,0,0,
RFQ_0261,2025-11-06 01:44:46,ESP 5Y,5,3.25,99.3831,0.05839,99.3402,99.4304,3.3862,0.04507,2,1,3.37,2,99.3988,0,1,99.395
RFQ_0262,2025-11-06 01:53:32,ESP 5Y,5,3.25,99.3899,0.066,99.3419,99.4321,3.3847,0.04507,1,2,20.26,6,99.3971,0,0,
RFQ_0263,2025-11-06 01:58:35,ESP 30Y,30,4.0,101.8568,0.23275,101.6928,102.0468,3.894,0.17696,2,1,9.88,2,101.926,0,0,
RFQ_0264,2025-11-06 02:01:04,ESP 15Y,15,3.75,99.5436,0.12415,99.4384,99.663,3.7904,0.11228,1,2,10.06,3,99.555,0,0,
RFQ_0265,2025-11-06 02:10:42,ESP 10Y,10,3.5,99.1664,0.18377,99.0631,99.2277,3.6007,0.08229,3,2,4.0,4,99.1258,0,1,99.1367
RFQ_0266,2025-11-06 02:11:06,ESP 10Y,10,3.5,99.1779,0.19575,99.0957,99.2603,3.5993,0.08229,3,1,3.8,5,99.2422,0,1,99.2278
RFQ_0267,2025-11-06 02:16:30,ESP 2Y,2,2.75,99.5201,0.02611,99.4984,99.5366,3.0008,0.01906,2,2,2.15,4,99.5065,0,1,99.5103
RFQ_0268,2025-11-06 02:23:07,ESP 5Y,5,3.25,99.3904,0.07928,99.3428,99.433,3.3846,0.04507,1,1,48.46,12,99.3826,0,0,
RFQ_0269,2025-11-06 02:28:48,ESP 5Y,5,3.25,99.3781,0.05712,99.336,99.4262,3.3873,0.04507,1,2,37.59,7,99.3674,0,1,99.377
RFQ_0270,2025-11-06 02:37:28,ESP 15Y,15,3.75,99.4932,0.11976,99.399,99.6236,3.7949,0.11228,3,2,2.43,15,99.4163,0,0,
RFQ_0271,2025-11-06 03:04:28,ESP 30Y,30,4.0,101.8075,0.3509,101.6204,101.9744,3.8968,0.17696,3,1,12.14,6,101.8547,0,0,
RFQ_0272,2025-11-06 03:07:19,ESP 10Y,10,3.5,99.1775,0.16695,99.1303,99.2949,3.5994,0.08229,3,2,2.13,6,99.1337,0,0,
RFQ_0273,2025-11-06 03:22:02,ESP 10Y,10,3.5,99.1846,0.20194,99.1067,99.2713,3.5985,0.08229,1,1,2.81,8,99.1984,0,1,99.1979
RFQ_0274,2025-11-06 03:24:21,ESP 15Y,15,3.75,99.5778,0.2377,99.4503,99.6749,3.7874,0.11228,2,2,3.9,2,99.5069,0,1,99.5282
RFQ_0275,2025-11-06 03:38:02,ESP 2Y,2,2.75,99.53,0.04308,99.5126,99.5508,2.9956,0.01906,1,1,35.76,6,99.5295,0,0,
RFQ_0276,2025-11-06 03:46:26,ESP 15Y,15,3.75,99.5346,0.20137,99.4193,99.6439,3.7912,0.11228,2,1,10.17,3,99.5924,0,1,99.5658
RFQ_0277,2025-11-06 03:47:30,ESP 10Y,10,3.5,99.1933,0.19433,99.1241,99.2887,3.5975,0.08229,2,1,10.3,6,99.225,0,1,99.214
RFQ_0278,2025-11-06 03:53:31,ESP 30Y,30,4.0,101.8727,0.2238,101.705,102.059,3.8931,0.17696,2,2,22.34,1,101.8376,1,0,
RFQ_0279,2025-11-06 04:16:08,ESP 10Y,10,3.5,99.2108,0.20525,99.1482,99.3128,3.5954,0.08229,2,1,3.53,6,99.2478,0,1,99.2459
RFQ_0280,2025-11-06 04:18:24,ESP 2Y,2,2.75,99.5125,0.0217,99.4956,99.5338,3.0048,0.01906,3,1,2.0,4,99.5226,0,1,99.5175
RFQ_0281,2025-11-06 04:24:05,ESP 15Y,15,3.75,99.4897,0.25575,99.4182,99.6428,3.7952,0.11228,2,1,6.08,6,99.52,0,0,
RFQ_0282,2025-11-06 04:46:35,ESP 15Y,15,3.75,99.5541,0.22232,99.4153,99.6399,3.7895,0.11228,2,1,10.6,10,99.5842,1,0,
RFQ_0283,2025-11-06 04:50:16,ESP 2Y,2,2.75,99.5252,0.0212,99.5098,99.548,2.9981,0.01906,3,1,0.72,5,99.5347,0,0,
RFQ_0284,2025-11-06 04:51:54,ESP 30Y,30,4.0,101.8081,0.37135,101.6416,101.9956,3.8967,0.17696,2,1,9.42,5,101.8766,0,0,
RFQ_0285,2025-11-06 04:53:27,ESP 15Y,15,3.75,99.5029,0.23999,99.3925,99.6171,3.7941,0.11228,3,1,3.02,7,99.6114,0,0,
RFQ_0286,2025-11-06 04:53:29,ESP 15Y,15,3.75,99.5403,0.2416,99.4341,99.6587,3.7907,0.11228,2,2,3.42,4,99.4811,0,0,
RFQ_0287,2025-11-06 04:56:16,ESP 5Y,5,3.25,99.3834,0.0729,99.3488,99.439,3.3861,0.04507,3,1,3.57,7,99.3958,0,1,99.3924
RFQ_0288,2025-11-06 04:58:27,ESP 15Y,15,3.75,99.5298,0.16197,99.4254,99.65,3.7917,0.11228,2,1,9.07,12,99.6134,0,1,99.5857
RFQ_0289,2025-11-06 05:27:03,ESP 5Y,5,3.25,99.4151,0.09288,99.3591,99.4493,3.3791,0.04507,3,2,1.23,10,99.3909,0,0,
RFQ_0290,2025-11-06 05:32:06,ESP 10Y,10,3.5,99.1955,0.08662,99.1209,99.2855,3.5972,0.08229,3,2,3.52,12,99.121,0,1,99.1332
RFQ_0291,2025-11-06 05:33:46,ESP 10Y,10,3.5,99.2073,0.14535,99.1433,99.3079,3.5958,0.08229,3,2,3.45,2,99.1434,0,1,99.1553
RFQ_0292,2025-11-06 05:35:38,ESP 10Y,10,3.5,99.2235,0.0963,99.1325,99.2971,3.5938,0.08229,1,2,8.17,2,99.2061,0,1,99.2167
RFQ_0293,2025-11-06 05:47:19,ESP 5Y,5,3.25,99.3845,0.04684,99.3378,99.428,3.3859,0.04507,2,1,0.97,6,99.3983,0,1,99.3946
RFQ_0294,2025-11-06 05:49:51,ESP 5Y,5,3.25,99.3805,0.0577,99.3378,99.428,3.3868,0.04507,3,1,1.18,1,99.4181,1,0,
RFQ_0295,2025-11-06 05:50:26,ESP 10Y,10,3.5,99.1819,0.08479,99.0886,99.2532,3.5989,0.08229,3,2,2.61,8,99.1225,0,0,
RFQ_0296,2025-11-06 05:58:40,ESP 10Y,10,3.5,99.1905,0.11993,99.105,99.2696,3.5978,0.08229,2,2,3.0,5,99.1223,0,1,99.137
RFQ_0297,2025-11-06 06:05:54,ESP 5Y,5,3.25,99.392,0.0569,99.3594,99.4496,3.3842,0.04507,2,2,20.52,2,99.3737,0,1,99.3829
RFQ_0298,2025-11-06 06:06:19,ESP 5Y,5,3.25,99.4064,0.07304,99.3638,99.454,3.381,0.04507,3,2,1.11,7,99.3862,0,1,99.3921
RFQ_0299,2025-11-06 06:07:23,ESP 15Y,15,3.75,99.5019,0.15234,99.4043,99.6289,3.7942,0.11228,3,1,2.16,7,99.6288,0,1,99.6038
RFQ_0300,2025-11-06 06:10:35,ESP 10Y,10,3.5,99.2306,0.20104,99.1381,99.3027,3.5929,0.08229,3,1,2.1,10,99.3026,0,0,
RFQ_0301,2025-11-06 06:16:23,ESP 30Y,30,4.0,101.8483,0.24079,101.6884,102.0424,3.8945,0.17696,2,1,9.46,5,101.8829,0,0,
RFQ_0302,2025-11-06 06:18:10,ESP 30Y,30,4.0,101.7982,0.39575,101.6356,101.9896,3.8973,0.17696,3,1,4.03,3,101.9859,0,1,101.9469
RFQ_0303,2025-11-06 06:21:45,ESP 5Y,5,3.25,99.3783,0.05551,99.3268,99.417,3.3873,0.04507,3,2,1.12,12,99.3623,0,1,99.3641
RFQ_0304,2025-11-06 06:24:18,ESP 2Y,2,2.75,99.5216,0.02778,99.501,99.5392,3.0,0.01906,3,1,3.22,7,99.5355,0,1,99.5317
RFQ_0305,2025-11-06 06:30:31,ESP 10Y,10,3.5,99.1893,0.0978,99.118,99.2826,3.598,0.08229,2,2,9.4,7,99.1586,0,0,
RFQ_0306,2025-11-06 06:37:45,ESP 5Y,5,3.25,99.3854,0.081,99.331,99.4212,3.3857,0.04507,2,1,7.92,6,99.4026,0,1,99.3932
RFQ_0307,2025-11-06 06:39:03,ESP 10Y,10,3.5,99.241,0.15232,99.1776,99.3422,3.5917,0.08229,2,1,8.34,4,99.2744,0,1,99.2627
RFQ_0308,2025-11-06 06:44:35,ESP 10Y,10,3.5,99.2142,0.09234,99.1153,99.2799,3.5949,0.08229,1,2,8.65,4,99.2003,0,1,99.2032
RFQ_0309,2025-11-06 06:58:25,ESP 10Y,10,3.5,99.1915,0.20411,99.0962,99.2608,3.5977,0.08229,3,1,1.78,2,99.2553,0,1,99.2416
RFQ_0310,2025-11-06 07:01:02,ESP 10Y,10,3.5,99.2081,0.10487,99.1439,99.3085,3.5957,0.08229,3,1,0.83,12,99.2859,0,1,99.2766
RFQ_0311,2025-11-06 07:01:35,ESP 5Y,5,3.25,99.4141,0.06388,99.3665,99.4567,3.3793,0.04507,3,1,0.87,5,99.4566,0,1,99.4495
RFQ_0312,2025-11-06 07:03:28,ESP 5Y,5,3.25,99.3836,0.07178,99.3331,99.4233,3.3861,0.04507,3,2,1.46,2,99.3496,0,0,
RFQ_0313,2025-11-06 07:06:05,ESP 5Y,5,3.25,99.3743,0.09144,99.3286,99.4188,3.3881,0.04507,2,2,7.84,10,99.3642,0,1,99.3728
RFQ_0314,2025-11-06 07:06:22,ESP 30Y,30,4.0,101.8684,0.26828,101.6834,102.0374,3.8933,0.17696,2,2,12.04,6,101.8055,0,0,
RFQ_0315,2025-11-06 07:13:16,ESP 10Y,10,3.5,99.1438,0.11798,99.0764,99.241,3.6035,0.08229,1,1,19.57,7,99.157,0,0,
RFQ_0316,2025-11-06 07:15:18,ESP 10Y,10,3.5,99.2308,0.10294,99.1654,99.33,3.5929,0.08229,2,2,14.62,10,99.1876,0,1,99.1925
RFQ_0317,2025-11-06 07:27:24,ESP 10Y,10,3.5,99.1781,0.16934,99.0771,99.2417,3.5993,0.08229,2,2,5.51,8,99.1371,0,1,99.1505
RFQ_0318,2025-11-06 07:40:54,ESP 5Y,5,3.25,99.3777,0.09227,99.3273,99.4175,3.3874,0.04507,2,1,11.91,2,99.3932,0,1,99.3861
RFQ_0319,2025-11-06 07:42:51,ESP 10Y,10,3.5,99.1874,0.13795,99.0951,99.2597,3.5982,0.08229,3,2,3.99,12,99.1431,0,1,99.1601
