timestamp,bid_price_1,bid_size_1,bid_price_2,bid_size_2,bid_price_3,bid_size_3,bid_price_4,bid_size_4,bid_price_5,bid_size_5,bid_price_6,bid_size_6,bid_price_7,bid_size_7,bid_price_8,bid_size_8,bid_price_9,bid_size_9,bid_price_10,bid_size_10,ask_price_1,ask_size_1,ask_price_2,ask_size_2,ask_price_3,ask_size_3,ask_price_4,ask_size_4,ask_price_5,ask_size_5,ask_price_6,ask_size_6,ask_price_7,ask_size_7,ask_price_8,ask_size_8,ask_price_9,ask_size_9,ask_price_10,ask_size_10
1717203960,100107.77,0.8124,100105.18,1.1142,100100.81,0.3309,100096.43,3.6575,100090.26,2.92,100086.28,3.7984,100080.02,2.2247,100077.66,0.0301,100069.2,2.1532,100054.95,1.2257,100114.13,1.8119,100115.82,0.8547,100119.08,1.0495,100120.88,0.8909,100127.31,0.7854,100129.76,3.2006,100138.86,3.407,100150.11,3.9773,100156.88,2.2032,100161.95,0.2788
1717204020,100113.71,0.6952,100112.45,1.3282,100111.1,1.2581,100105.6,1.278,100101.67,2.4692,100098.23,2.3408,100091.86,1.4643,100087.38,1.7189,100086.32,0.9922,100082.21,2.9619,100123.59,1.6882,100124.86,1.4793,100128.93,0.9526,100131.72,1.2288,100136.31,0.7113,100142.16,3.3688,100151.32,0.5686,100158.25,1.0603,100170.33,0.3151,100172.38,0.0843
1717204080,100104.41,0.84,100102.23,1.8173,100099.3,1.1098,100093.31,1.8937,100087.27,1.4696,100084.48,3.0909,100076.51,1.1711,100070.4,2.0465,100064.44,2.0136,100054.17,3.3934,100141.87,1.2474,100143.2,1.0526,100145.76,0.3993,100151.51,2.6411,100158.8,2.9463,100163.67,1.4416,100166.74,1.9557,100168.44,1.484,100169.97,0.835,100183.68,1.4514
1717204140,100120.58,1.9622,100118.93,1.4223,100116.11,1.6678,100110.93,1.0606,100106.39,0.7037,100100.17,1.4675,100092.96,3.3435,100086.28,1.5116,100073.93,2.0703,100067.99,3.4722,100126.04,0.9901,100128.25,1.0286,100129.73,0.3729,100131.12,2.5775,100133.5,0.7558,100137.39,2.872,100139.52,0.9291,100149.44,2.8838,100156.46,1.9205,100160.41,0.6534
1717204200,100108.24,1.1683,100106.92,1.2776,100105.78,1.1659,100104.5,1.0405,100102.33,3.8334,100096.54,2.2588,100095.36,2.881,100087.08,1.141,100085.01,1.8023,100070.11,3.4705,100129.54,1.6692,100131.74,1.5995,100135.61,0.4047,100139.91,1.0654,100145.62,1.3773,100150.25,2.3665,100153.43,1.548,100155.62,0.8174,100167.37,2.0224,100174.25,0.6067
1717204260,100111.55,0.1261,100108.98,1.0315,100107.57,0.9904,100105.92,2.4179,100099.54,3.5889,100092.34,2.6004,100086.38,1.4878,100084.9,2.124,100081.04,3.2112,100068.98,1.5311,100122.69,1.4957,100125.21,1.4086,100126.56,0.3111,100129.94,0.9377,100136.52,1.1402,100144.54,1.6405,100147.33,2.8395,100157.02,2.3162,100159.49,0.0387,100169.65,2.7542
1717204320,100129.78,1.3206,100128.27,1.7172,100125.79,0.763,100123.41,2.7256,100117.51,1.6588,100110.23,1.935,100105.72,2.2241,100101.93,1.2335,100096.62,2.8249,100085.32,3.4214,100136.32,1.5082,100138.21,1.4137,100139.78,0.4682,100142.78,1.3604,100147.36,2.7913,100154.02,0.6513,100164.18,0.0311,100166.18,0.5899,100178.75,1.7472,100180.65,0.8949
1717204380,100104.47,1.9697,100102.24,1.066,100098.75,1.2151,100093.02,3.2827,100087.86,1.7615,100085.25,2.631,100076.61,1.1512,100075.24,2.4021,100067.79,0.9344,100064.42,0.1539,100135.99,0.0506,100137.3,1.9938,100141.03,0.7386,100144.01,2.3485,100148.37,2.9503,100149.92,0.3698,100153.63,3.3208,100164.69,1.3989,100177.73,1.1133,100187.22,0.7862
1717204440,100113.02,0.8439,100111.81,0.1912,100109.78,1.8967,100104.76,3.8273,100098.07,3.2545,100092.47,2.7798,100082.29,2.257,100072.82,3.0323,100059.81,1.8408,100052.36,2.3514,100120.64,0.2767,100121.78,1.2856,100126.25,1.37,100128.4,1.2698,100135.61,2.0709,100136.69,3.3304,100140.05,0.3811,100148.46,3.2861,100150.41,3.7263,100158.08,1.4206
1717204500,100120.94,1.3821,100118.12,1.023,100116.42,1.4841,100111.06,0.835,100108.74,1.0063,100102.79,0.6324,100100.78,3.6816,100092.34,2.6571,100083.67,3.0593,100075.09,0.1786,100135.42,1.2603,100137.4,1.9715,100141.54,1.7441,100145.0,3.9377,100151.95,1.1283,100154.73,2.3109,100156.24,3.1991,100162.5,2.1677,100169.79,1.5809,100180.39,0.7075
1717204560,100122.77,1.394,100121.75,0.461,100118.71,0.6846,100114.65,1.0462,100110.08,0.9562,100105.31,2.4562,100100.84,2.0001,100097.52,2.8058,100091.87,3.4188,100086.95,0.7278,100132.37,1.173,100133.83,0.2447,100135.77,0.5098,100138.93,1.5297,100140.88,3.837,100143.08,3.2246,100145.76,2.0034,100157.71,3.3991,100165.17,2.885,100177.16,1.2071
1717204620,100126.96,1.3966,100125.84,1.6369,100123.17,1.2782,100119.92,1.3453,100116.58,2.2458,100108.12,1.0383,100106.93,0.4937,100096.39,3.8528,100092.91,2.3078,100082.82,0.7064,100135.94,0.7425,100138.29,1.0006,100141.86,1.7848,100144.77,1.1532,100149.88,0.5879,100152.22,3.2328,100156.42,2.5288,100163.71,3.3971,100165.6,0.6564,100169.8,1.2743
1717204680,100129.4,0.5789,100127.51,1.7325,100125.24,1.1945,100119.41,1.6618,100117.22,0.1022,100110.39,2.6515,100100.46,2.8058,100098.58,0.676,100096.29,0.2645,100082.99,2.1983,100140.84,0.8242,100143.37,0.2123,100145.29,0.3528,100149.56,3.543,100152.57,0.9971,100155.85,2.5097,100158.09,3.3557,100159.41,2.6576,100171.16,1.3076,100178.83,3.9002
1717204740,100130.83,1.9406,100128.43,0.3952,100125.34,1.2805,100121.16,2.2603,100116.76,2.5617,100113.28,1.3952,100107.16,3.2208,100101.3,1.4695,100097.05,1.2213,100096.05,3.2634,100140.27,0.7206,100142.21,0.0662,100146.44,1.8966,100149.82,0.0464,100153.62,1.1788,100156.47,0.0388,100161.02,1.6528,100168.18,1.5851,100171.23,2.9511,100177.68,1.5196
1717204800,100137.18,1.5408,100134.36,1.6248,100130.96,0.6051,100126.25,3.2371,100122.57,3.4154,100120.11,1.1655,100113.06,2.4747,100109.06,2.4948,100105.71,0.0874,100104.02,2.1445,100144.58,0.2494,100146.12,1.4446,100149.66,0.504,100151.42,1.9794,100154.64,1.2532,100162.03,3.9919,100167.44,3.1678,100172.07,3.3757,100184.97,0.2336,100196.83,0.2948
1717204860,100136.18,1.6436,100133.52,0.2878,100129.83,0.5355,100124.98,1.7774,100119.18,0.1437,100114.5,3.0863,100108.55,3.9286,100102.35,2.729,100097.44,1.299,100087.64,0.1783,100149.6,1.0658,100151.11,1.2951,100152.8,1.7807,100158.12,0.879,100159.85,2.5353,100163.45,0.6778,100167.07,0.4874,100176.75,0.0456,100178.28,3.1361,100185.93,2.3889
1717204920,100156.54,0.2282,100154.3,1.8652,100149.81,1.269,100148.51,2.5819,100142.96,3.168,100140.95,0.9384,100130.62,3.1564,100121.3,3.224,100114.82,0.7799,100104.17,1.4391,100163.12,1.8024,100165.09,0.9031,100167.12,1.4092,100169.07,0.7546,100172.33,2.9323,100175.53,3.3271,100185.22,2.2225,100186.98,0.6286,100191.67,1.0608,100197.81,0.0129
1717204980,100156.98,0.0865,100154.27,1.5632,100152.43,1.456,100148.14,2.1604,100144.62,2.101,100139.64,2.2104,100132.82,1.2972,100124.77,0.4508,100117.23,0.2761,100104.53,0.5278,100163.84,0.4441,100165.81,0.2426,100168.81,1.6808,100173.1,2.108,100178.66,1.0312,100182.59,2.4278,100184.26,3.7215,100187.56,1.9707,100199.68,0.329,100211.89,0.2522
1717205040,100167.37,0.7697,100164.95,1.6561,100163.02,0.1293,100161.67,1.2226,100154.53,3.8427,100152.75,2.9034,100146.7,0.7659,100139.92,1.0026,100131.1,0.7238,100119.61,1.6666,100176.53,1.2953,100178.25,0.9445,100181.57,1.7715,100183.41,0.7298,100187.02,1.3567,100189.28,3.9937,100194.49,1.4158,100198.96,3.9659,100204.02,1.4932,100215.72,1.728
1717205100,100175.85,0.4672,100173.32,1.856,100171.43,1.9252,100168.19,1.5944,100162.47,3.932,100156.7,2.0753,100146.27,1.2143,100141.96,0.8953,100130.27,0.0966,100117.76,2.762,100186.49,1.1296,100188.6,1.8555,100190.14,0.1236,100192.92,0.5622,100196.31,2.3328,100199.17,3.2462,100201.05,1.6052,100212.14,2.9397,100222.19,3.1737,100225.61,3.3046
1717205160,100169.66,1.2107,100168.06,1.475,100165.04,0.203,100163.76,3.0859,100160.5,3.2704,100156.17,3.4726,100146.91,0.9146,100138.73,2.4132,100137.58,3.1119,100131.23,1.2261,100183.74,1.1029,100185.04,1.0297,100186.81,0.1485,100191.47,1.5776,100195.37,2.3846,100200.4,0.8961,100204.16,1.5833,100206.61,0.3394,100214.75,0.2068,100221.34,0.3495
1717205220,100175.03,0.313,100172.91,1.0013,100169.63,0.4324,100165.55,2.9453,100162.95,0.2959,100155.73,1.3004,100145.95,0.3675,100137.57,1.6999,100132.21,1.2897,100122.9,0.1066,100181.33,1.9759,100183.56,1.9808,100186.11,0.3343,100187.33,3.2745,100189.63,1.5015,100196.69,3.4125,100198.76,0.2276,100210.2,3.7077,100222.06,3.2823,100223.25,2.7782
1717205280,100170.35,0.4576,100168.27,0.4474,100165.44,0.5544,100162.03,2.9224,100160.11,2.798,100158.96,2.3362,100151.66,0.1835,100148.78,1.1432,100137.92,2.4757,100136.18,2.6225,100175.57,0.8079,100177.11,1.7116,100180.42,1.7354,100181.52,3.471,100186.74,0.9324,100190.79,3.9067,100192.73,1.2687,100203.27,2.1309,100206.6,2.0076,100214.01,3.7061
1717205340,100159.5,0.7005,100157.71,0.3562,100155.5,0.7362,100151.37,0.9525,100144.01,2.01,100136.52,2.5069,100127.17,3.5627,100117.21,0.1276,100109.27,1.128,100106.15,3.5897,100169.8,0.2212,100171.56,1.9232,100174.71,1.2698,100176.85,0.969,100178.84,3.8824,100187.12,1.3238,100193.27,0.835,100195.79,2.17,100206.79,3.4517,100212.12,2.8235
1717205400,100160.99,1.9528,100159.7,1.8694,100155.49,0.6691,100151.7,3.7949,100149.93,1.2772,100141.9,2.911,100133.62,3.5217,100128.07,1.6509,100121.53,3.7357,100108.02,3.7337,100175.95,1.5693,100177.16,0.4103,100180.83,1.2434,100183.17,2.2725,100185.67,0.9364,100192.17,1.4435,100199.7,1.9116,100206.23,2.4228,100216.13,1.5021,100229.06,1.9709
1717205460,100169.1,1.5409,100168.07,0.5762,100165.62,1.4976,100159.68,3.0335,100158.25,3.7091,100149.37,3.4698,100143.71,1.3063,100137.68,0.9947,100131.62,0.1769,100120.33,1.5277,100174.42,1.2424,100176.9,1.2079,100179.74,1.7578,100184.68,2.0874,100188.61,3.3098,100189.95,3.9834,100195.88,1.5885,100204.97,2.2352,100212.42,2.5263,100214.11,1.1718
1717205520,100164.41,0.9496,100162.57,1.2456,100161.37,1.0581,100159.66,3.3213,100155.73,2.8934,100153.82,3.1171,100143.91,2.7875,100141.42,1.6601,100134.79,0.7237,100125.52,2.8534,100177.69,0.9366,100179.19,1.3988,100183.37,1.6031,100187.96,0.5029,100189.7,1.8031,100193.6,2.1,100198.25,3.1664,100204.88,3.7995,100210.61,1.5286,100222.37,3.6499
1717205580,100171.36,1.7442,100170.0,1.4385,100167.53,0.6536,100162.69,1.7906,100157.62,0.479,100155.57,0.8194,100148.65,1.0199,100142.61,3.4231,100134.81,0.0329,100121.46,0.9591,100177.86,0.9776,100179.68,0.2048,100182.78,0.5272,100186.52,2.4829,100191.14,3.3028,100192.53,0.6015,100199.74,0.1565,100210.13,2.6713,100221.61,1.2008,100235.49,0.2056
1717205640,100163.78,1.2416,100161.4,1.2102,100157.64,0.396,100154.36,2.3201,100147.31,0.3816,100143.92,1.4806,100139.32,0.28,100133.62,2.2064,100128.95,0.5468,100118.23,1.1049,100175.5,1.0731,100177.89,1.2435,100179.27,1.473,100183.42,3.9489,100187.56,2.7577,100196.03,3.9453,100199.76,2.4393,100204.24,2.1063,100217.68,1.4219,100220.5,2.2549
1717205700,100158.64,0.4008,100156.42,1.4317,100151.99,0.0531,100150.87,2.5056,100149.11,3.3938,100141.71,3.996,100136.78,1.3418,100129.61,2.5536,100128.47,0.8127,100123.53,3.1629,100168.56,1.038,100170.21,0.062,100173.61,0.7157,100178.23,2.4678,100179.42,0.7108,100183.06,1.3584,100190.45,3.6655,100200.22,2.5862,100207.24,2.5125,100220.73,2.1525
1717205760,100161.75,1.498,100159.08,0.6337,100155.54,0.6652,100151.86,0.841,100146.41,3.2001,100138.3,1.4208,100128.09,1.129,100126.75,3.9346,100117.92,3.3712,100108.92,1.5644,100170.89,1.736,100173.39,1.4253,100175.49,0.1117,100178.56,1.9932,100181.11,1.8131,100189.71,0.8724,100193.59,0.4578,100203.22,3.1134,100215.64,1.7807,100216.99,1.9358
1717205820,100143.97,1.4783,100141.92,1.5623,100140.42,1.75,100135.31,3.7527,100129.91,0.5395,100123.12,1.8429,100115.34,2.0942,100114.29,3.73,100104.7,2.3812,100102.48,1.8728,100158.21,1.0651,100160.53,0.6593,100163.55,0.6587,100169.01,1.2903,100171.26,1.1138,100174.81,1.7701,100176.93,0.6058,100180.94,0.0709,100189.73,2.0611,100193.62,1.4078
1717205880,100150.33,0.6024,100148.84,0.1889,100145.69,0.7105,100142.48,0.529,100138.42,2.7052,100136.57,0.2247,100131.52,0.7241,100123.96,2.3751,100112.51,2.8005,100102.88,1.2566,100162.37,1.4402,100164.71,1.0903,100169.12,1.5237,100172.45,0.5359,100178.73,3.6796,100183.48,1.8278,100190.98,2.8438,100197.1,0.9345,100200.9,3.4458,100210.53,3.6523
1717205940,100165.42,1.5881,100162.66,0.9339,100161.55,0.9769,100158.79,1.8504,100156.68,3.0741,100150.85,0.5183,100148.87,3.272,100139.1,1.3102,100129.99,3.1718,100121.53,1.6093,100177.08,1.2607,100179.18,1.9491,100181.52,0.7144,100186.59,2.368,100192.69,1.7471,100199.99,2.1827,100203.23,2.6538,100205.09,3.7241,100213.26,1.9517,100222.55,1.857
1717206000,100167.46,1.914,100166.32,0.2621,100162.47,1.5541,100159.58,1.9822,100154.29,0.3712,100146.75,3.5502,100137.17,2.5482,100136.17,0.5954,100133.3,2.1297,100126.84,2.3159,100174.22,1.379,100175.85,1.162,100180.05,0.6439,100185.77,1.7446,100193.15,1.3836,100194.87,0.0424,100205.24,1.6227,100207.64,1.1838,100213.26,2.2001,100215.0,2.8164
1717206060,100166.49,1.7381,100165.02,1.4193,100162.64,0.6703,100159.73,1.5324,100155.18,2.6533,100150.38,0.761,100145.73,3.6987,100135.49,0.6255,100122.02,2.6836,100119.14,0.2963,100180.11,1.4566,100182.08,0.9016,100186.55,0.2151,100190.76,1.6693,100194.72,3.1578,100200.56,1.7086,100203.27,2.0426,100210.34,1.8057,100215.78,0.7513,100225.25,2.316
1717206120,100164.02,0.8511,100161.93,0.7656,100157.5,1.1579,100152.98,0.4615,100148.85,2.7651,100146.71,2.9279,100136.37,3.9348,100126.8,1.8651,100124.82,3.5608,100122.59,1.8951,100174.04,1.9228,100175.2,1.2857,100178.99,0.6594,100180.25,1.3807,100186.31,1.8808,100191.42,1.8822,100199.39,1.6899,100210.95,3.1949,100215.57,0.151,100229.49,3.0002
1717206180,100163.62,0.9727,100162.28,0.1507,100157.82,1.6273,100153.69,1.1544,100152.16,2.0273,100144.35,1.1186,100142.09,1.1311,100131.65,0.0667,100129.26,0.7067,100119.97,0.613,100169.24,1.6253,100170.76,1.4165,100173.46,1.6088,100178.77,1.378,100180.32,0.5888,100188.79,0.6251,100194.5,3.9744,100203.98,0.9594,100210.48,2.5539,100214.43,2.9401
1717206240,100161.44,0.2762,100160.1,0.8276,100158.05,1.505,100153.29,2.1348,100149.82,2.8254,100145.02,0.5891,100135.75,0.0573,100124.56,1.8008,100115.07,3.8474,100104.51,0.1737,100174.0,1.293,100176.91,0.892,100181.13,1.7238,100183.8,1.0757,100185.44,2.6208,100189.57,3.0949,100197.68,2.9399,100205.16,0.7878,100210.38,2.7642,100213.9,2.195
1717206300,100163.49,0.2405,100162.28,0.9196,100160.51,0.6024,100158.55,0.1046,100156.95,3.7546,100150.7,3.3435,100140.67,2.556,100131.88,0.4887,100120.17,0.5283,100109.98,3.6006,100168.61,1.936,100171.4,1.4065,100173.29,0.9606,100178.97,2.5587,100185.97,1.1128,100190.38,3.6145,100198.7,1.3004,100201.48,0.3052,100212.19,1.5374,100217.85,0.2496
1717206360,100174.96,1.0089,100172.1,1.2401,100170.48,1.0095,100168.76,3.0771,100166.34,2.5769,100158.04,2.8644,100156.06,0.3009,100148.77,1.0099,100142.2,3.5871,100139.12,2.5649,100184.36,1.346,100185.89,1.4151,100190.06,1.1705,100193.64,3.7602,100197.83,1.7499,100205.58,3.1259,100214.04,2.1651,100215.08,3.8171,100226.3,1.9334,100235.24,3.7408
1717206420,100200.12,1.2829,100197.2,0.2268,100194.33,1.9238,100192.93,1.844,100186.95,2.5947,100184.53,0.1669,100179.88,0.7721,100171.23,3.5869,100162.35,1.4435,100160.16,2.5348,100209.12,0.3229,100210.51,1.4535,100213.58,1.004,100214.9,2.1668,100217.9,2.1404,100225.57,1.8027,100236.03,0.1578,100237.65,3.1532,100239.18,0.4816,100251.48,2.6726
1717206480,100190.38,0.3405,100188.22,1.8534,100187.09,0.3261,100182.82,1.8902,100175.86,0.1927,100169.25,0.5308,100166.61,0.2093,100162.23,3.1769,100155.53,0.6911,100146.25,3.273,100204.12,1.0194,100206.72,0.4801,100210.53,0.8811,100215.59,3.9289,100221.0,1.3037,100229.81,2.3081,100232.11,3.3473,100241.84,3.0593,100250.25,1.3487,100252.94,0.5735
1717206540,100195.37,0.9054,100192.52,0.1294,100191.17,1.7024,100187.11,3.1129,100186.0,1.953,100184.95,0.7259,100183.11,2.6105,100172.35,1.6707,100161.26,3.0925,100150.57,0.8326,100205.91,1.07,100207.73,1.8793,100210.87,0.1234,100212.77,2.0046,100219.95,2.5125,100227.21,1.3979,100228.25,0.9502,100230.54,2.1255,100232.74,1.454,100244.4,2.1635
1717206600,100199.99,0.589,100198.6,1.6034,100195.2,1.9387,100191.83,0.7135,100186.48,0.182,100180.32,1.1474,100175.19,1.3438,100165.33,3.036,100163.79,2.9643,100149.84,0.7118,100211.59,0.9959,100212.82,1.7954,100216.35,1.2058,100218.98,0.803,100224.38,1.3095,100231.61,1.3113,100233.54,2.9536,100244.11,1.5084,100247.87,1.8893,100255.65,3.5631
1717206660,100187.79,0.8053,100186.52,1.4537,100183.31,1.9523,100181.29,0.5176,100175.79,0.248,100173.7,3.4081,100168.35,0.6931,100163.57,3.5468,100155.02,3.1603,100145.09,2.45,100197.33,1.9418,100200.04,0.2186,100204.04,1.004,100210.02,2.3704,100216.46,1.1239,100223.3,2.9474,100226.64,1.3159,100234.02,3.5684,100242.41,0.6044,100251.44,0.0303
1717206720,100171.63,1.5488,100170.56,1.0857,100167.89,1.6061,100162.78,1.8152,100160.22,2.2384,100159.12,2.9298,100149.09,0.5395,100144.84,2.5941,100142.7,1.9243,100137.44,2.8162,100205.75,1.5072,100206.8,0.9369,100210.5,1.7547,100213.53,3.1615,100216.93,1.8625,100223.0,3.4429,100224.67,3.5748,100229.34,0.1405,100235.66,1.0865,100249.9,2.1743
1717206780,100169.76,1.7677,100167.29,0.1569,100162.98,1.3656,100157.54,0.4528,100154.16,2.4803,100150.24,0.7093,100143.93,0.2774,100135.13,0.8268,100121.86,0.9621,100119.27,1.9192,100175.56,1.1812,100178.48,0.4591,100182.09,0.4896,100184.85,1.0768,100190.27,1.1158,100191.78,1.3875,100197.4,2.1115,100199.75,2.8422,100209.23,2.1361,100214.32,2.4876
1717206840,100165.49,1.8847,100164.36,1.7892,100161.76,0.2063,100156.27,1.1606,100149.05,0.4464,100145.84,2.7914,100140.13,3.5012,100133.4,2.5128,100128.73,3.8786,100120.15,0.5368,100178.57,0.9155,100180.86,0.6185,100182.08,1.75,100184.24,3.7903,100189.43,1.6527,100193.17,2.5877,100197.27,2.3775,100205.94,3.3692,100212.51,1.2233,100215.35,3.1595
1717206900,100171.26,1.9429,100168.72,0.1423,100166.48,0.9391,100164.65,3.6973,100159.03,1.1481,100150.24,3.3589,100142.66,2.6688,100139.97,0.9592,100138.46,1.2733,100135.68,1.049,100181.1,1.1469,100182.17,0.668,100184.37,0.7772,100188.07,0.6588,100191.03,3.6825,100195.27,2.0027,100197.65,1.8376,100202.17,0.0271,100212.4,3.9026,100218.04,2.8248
1717206960,100171.08,1.9623,100168.93,0.3368,100165.95,1.8184,100162.74,2.7597,100156.99,3.6017,100154.87,2.2083,100150.95,1.6125,100140.7,1.7894,100138.54,0.2296,100128.56,2.3379,100185.52,1.8745,100187.08,0.094,100189.96,0.9186,100194.32,0.3586,100198.64,0.7859,100202.19,2.4243,100212.15,3.6347,100217.12,0.6003,100228.79,1.4848,100235.01,1.1458
1717207020,100171.45,0.2208,100168.99,0.9162,100164.52,1.6172,100162.08,3.2246,100154.77,1.7011,100146.6,0.5669,100140.02,0.3535,100136.73,1.9037,100124.89,3.9467,100122.96,3.8408,100185.19,0.2225,100187.01,1.8331,100189.46,1.1338,100194.01,3.0234,100195.9,0.7522,100199.96,2.2199,100201.36,3.3067,100211.54,1.2226,100219.53,1.8592,100220.9,0.0198
1717207080,100175.32,0.9715,100173.01,1.7907,100170.55,1.0092,100166.11,0.9866,100164.34,1.1161,100155.38,0.2762,100147.3,2.3285,100140.08,3.4747,100131.23,1.9094,100120.51,0.4871,100188.66,1.1718,100191.35,0.3676,100192.56,0.6734,100197.95,0.5506,100200.01,1.098,100204.36,3.6493,100208.75,1.1665,100215.57,3.7459,100223.0,3.0681,100226.56,0.3871
1717207140,100165.55,1.6623,100163.18,0.6371,100159.78,1.3923,100158.3,2.3244,100151.95,0.0615,100146.8,1.4983,100141.2,1.3678,100130.18,0.4186,100127.25,0.8922,100123.61,3.5893,100179.27,1.6713,100181.32,1.0876,100184.25,1.5248,100185.82,1.8474,100187.32,3.2772,100195.7,1.9233,100199.66,1.4566,100209.65,3.56,100218.12,3.0567,100223.91,2.8425
1717207200,100162.23,1.7208,100160.95,0.4918,100159.51,0.3039,100158.11,2.7664,100152.02,0.3202,100144.82,3.0318,100143.42,0.4402,100133.69,2.0588,100131.95,0.4845,100127.41,0.2743,100169.45,1.5214,100172.01,1.8442,100173.73,1.8073,100175.66,1.4126,100177.25,3.385,100185.78,3.7957,100190.09,0.6506,100196.59,2.9169,100200.62,2.2852,100203.0,2.3168
1717207260,100143.55,0.5996,100140.75,1.0974,100136.34,0.2424,100134.27,2.0217,100128.67,1.4722,100122.95,1.7643,100112.86,0.7316,100107.95,1.5247,100104.27,0.9179,100101.69,3.9386,100150.47,0.2651,100151.74,1.5364,100155.21,1.1364,100156.41,1.3192,100158.16,1.1416,100163.97,1.2549,100174.24,1.7814,100181.33,1.1695,100193.03,0.7633,100195.0,3.3658
1717207320,100140.65,1.9975,100138.67,0.2551,100136.13,1.3342,100134.71,0.582,100131.1,2.3663,100129.29,3.7019,100119.0,0.2682,100107.27,1.3611,100098.84,3.9627,100096.12,3.3541,100147.45,0.5931,100149.88,1.1847,100151.83,1.5895,100156.05,1.6069,100160.14,2.4166,100164.38,1.9433,100168.03,3.0743,100170.22,1.0103,100177.43,2.5172,100180.32,0.4074
1717207380,100138.44,1.9455,100136.67,1.3744,100135.14,1.2628,100133.66,0.3153,100127.77,3.0726,100120.43,0.8157,100113.14,1.9661,100109.26,1.381,100097.52,2.191,100083.18,0.1361,100150.22,1.8341,100151.99,0.6634,100154.3,0.9463,100155.47,2.2311,100162.06,1.2191,100168.71,1.971,100170.99,2.8657,100177.35,0.4464,100186.79,2.6437,100197.38,2.2931
1717207440,100147.02,0.8132,100145.03,1.9432,100141.87,0.7379,100135.98,1.2887,100134.8,0.19,100127.1,1.402,100119.05,0.1173,100108.25,1.3716,100106.03,1.3871,100100.03,1.4116,100157.08,0.5328,100159.38,1.2054,100163.56,0.1777,100166.09,1.357,100167.22,1.3112,100171.9,3.4548,100178.3,3.6066,100182.23,2.7869,100190.58,3.9432,100196.87,1.5673
1717207500,100143.35,1.3665,100141.68,1.0304,100138.0,0.7121,100133.93,1.4597,100130.09,1.9928,100122.31,3.1507,100113.33,2.148,100109.17,0.1997,100095.72,1.6141,100091.55,2.9741,100149.35,1.6962,100150.54,0.7068,100151.77,1.6123,100155.15,0.8469,100161.32,2.6096,100164.74,3.2185,100169.85,2.1644,100173.05,1.6152,100181.86,1.8184,100193.55,0.7306
1717207560,100151.47,1.1748,100150.04,1.9261,100146.45,0.9612,100140.76,2.1356,100135.77,3.0788,100131.3,2.2688,100124.34,2.0939,100119.34,0.5995,100116.45,2.7444,100111.25,1.7472,100165.09,1.6689,100166.22,0.4469,100168.66,1.6562,100172.89,1.0332,100177.8,1.6294,100179.71,0.7757,100183.04,3.3106,100189.15,2.2437,100195.6,2.5912,100197.12,0.6458
1717207620,100178.09,1.3344,100176.74,1.7124,100172.36,0.9974,100171.27,3.4397,100169.72,2.4104,100161.78,3.6033,100156.92,1.4601,100148.68,0.3703,100135.89,2.8997,100132.93,0.4566,100191.13,1.8692,100193.17,1.6665,100197.5,1.8665,100199.76,3.5394,100202.3,0.4979,100209.76,1.3239,100216.31,1.5659,100225.54,0.9514,100231.83,0.5857,100235.28,3.88
1717207680,100178.53,1.0062,100176.78,1.9,100174.67,0.8764,100170.26,3.8536,100163.54,3.7485,100159.64,2.8655,100150.84,0.0941,100139.2,2.4272,100127.68,2.6523,100113.51,2.7658,100189.43,0.5174,100191.54,0.6531,100195.89,0.7576,100200.95,0.497,100207.59,3.432,100211.69,3.6401,100216.43,3.9122,100220.24,0.3701,100231.52,0.9495,100235.47,3.5621
1717207740,100174.94,1.5451,100173.13,0.1161,100169.09,1.6552,100163.39,1.8897,100159.71,3.3662,100152.97,3.5083,100144.18,3.2994,100135.49,2.0303,100130.1,2.4124,100117.71,2.9538,100188.74,0.1033,100189.84,1.3011,100193.05,1.5925,100194.73,1.6086,100199.81,1.2617,100201.47,0.6397,100207.38,3.879,100217.51,3.055,100229.1,2.7462,100241.2,1.2844
1717207800,100196.21,1.3906,100193.56,1.6091,100191.86,0.8583,100189.95,3.5068,100182.81,3.5385,100180.01,3.793,100170.25,2.592,100162.35,3.6283,100149.18,0.8011,100138.36,0.6833,100203.81,0.8864,100205.33,0.2237,100207.62,1.8971,100209.2,2.8771,100213.03,3.6808,100217.66,2.6977,100219.79,2.8571,100222.88,3.4491,100233.66,1.159,100241.58,0.5295
1717207860,100188.93,0.6018,100186.58,0.8657,100184.15,0.3346,100181.69,1.0546,100176.68,3.6302,100172.72,2.7402,100167.37,0.0512,100164.9,1.2998,100155.24,2.7505,100144.26,2.8367,100203.89,0.5496,100205.08,0.1646,100207.25,0.5079,100212.79,3.987,100219.89,3.8692,100225.68,2.9955,100227.11,1.0221,100234.93,1.217,100240.86,1.4899,100255.41,2.2426
1717207920,100194.42,1.8641,100191.66,0.3072,100189.55,1.0843,100187.84,0.4762,100186.56,0.5202,100178.58,3.3409,100170.48,3.7057,100166.37,3.509,100157.71,3.0486,100153.01,1.2589,100204.46,0.6653,100207.45,1.5392,100208.98,1.7134,100213.27,3.1949,100214.61,0.603,100217.45,0.1531,100220.92,2.8268,100226.72,3.9809,100239.31,0.1728,100245.3,2.839
